11998932053,143402140
21538024000,684640396
20730306761,17330949
11552852102,465790670
13534986159,384784069
11420241670,370224225
20034731347,733637103
16458250838,7669738
17191165794,332833511
10898082001,179790847
12531199664,566082995
1715670685,109775770
3537296510,6249702
21434350219,102150331
11860967720,326484
12695812720,776124021
22410785060,832230258
10104704719,292526499
13459907340,493704632
9175893486,236697906
18056808650,117741865
7282068249,51937506
11422636405,446001125
3128848850,135364709
2367296507,117241758
9946956186,326289328
20935359287,96482228
20703577083,16454949
6239986885,275629993
16982202427,168343947
15365990197,317036665
9587055242,111138057
21550341559,736341345
21811059725,458110700
7760797284,8616850
2296386403,152092706
6255899516,50508055
725804102,12127755
13545221428,135781730
23003325602,728129700
2423135415,139029112
12098279284,837646654
19260825466,172491805
16279804850,334911776
18336897704,577452794
17492522931,210236172
6386956896,91526355
4933105564,650655
23200217848,83270764
19832398406,746691212
6508031569,188453479
14677782374,619006692
20154815801,185995130
13685953514,128545895
17283015017,134952940
17667336567,619006692
18348314131,194336219
7153641633,88099587
12596083801,298573485
15686358612,777511318
15796370323,948355620
8799583196,155696943
20859134906,77878523
19053421461,178498005
23823234326,948355620
2806002967,63423519
19137415839,75283900
11968716997,62542713
12495871132,494267954
11891404456,619053218
21427184672,758825040
23721682788,157966042
17622646036,144949363
7810233312,204226803
11797341457,790254910
12005576322,273024363
8659793476,450374365
6914390468,67864923
1362131119,31982992
16400598883,161833707
7655526157,69987000
18545930905,91680258
14766408643,380225859
10378259048,505341515
11212983460,31238860
4694832640,410587652
20512009195,394784660
18509367185,164772700
9757447964,17964023
3556435695,229294463
17761851865,196860041
21160589807,170059013
21329508412,286792753
14458066882,502282643
23316968993,827650386
14531571992,67830099
17477075599,611505468
10367313350,19590669
18706467589,479414131
19861758544,881287375
6761008287,331740976
21443722720,689939234
21630425141,421971731
10607917913,96696915
3342811819,101867375
2549087838,17111135
20373309511,51804526
15947650245,71282068
5164913673,29420419
9274778574,462385832
2933323112,236113647
19642348107,175889782
4092502619,399458371
4965389645,241921645
8520439982,375899879
20844696726,184924641
8205077430,166156590
21667284077,388713859
16376625422,297981379
21940169421,619005994
6695566953,404435211
17859136609,11793840
16374855635,1754914
16360053519,115150934
11715698369,129220414
1501540451,54092683
1092675138,51035599
16637594094,83637129
8742213719,119045415
388380332,28880604
